C,11,0,2,4,2,3,0,6,0,255,255,234,255,0,4,3,4,8,4,6,4,5,255,255,255,255,104,104,240,255,249,4,4,11,3,11,4,255,255,255,255,104,252,255,255,104,104,109,4,11,4,11,6,255,104,255,159,255,187,104,104,104,104,8,2,11,4,4,255,255,255,255,255,104,104,10,13,0,11,4,4,4,4,255,255,255,255,255,104,113,10,11,4,0,4,8,8,10,199,255,255,255,255,255,224,104,11,9,0,4,11,11,4,4,255,255,255,255,255,255,104,104,255,4,255,104,104,227,4,10,255,255,255,132,255,227,104,227,19,255,104,104,227,10,4,11,255,255,255,255,255,104,104,255,255,255,240,104,7,11,4,4,255,255,255,255,255,104,104,255,255,255,224,4,11,11,6,1,181,255,255,255,255,151,184,193,255,208,6,11,9,4,11,19,255,255,255,219,166,104,159,255,255,255,4,11,4,11,8,255,19,255,255,255,255,104,104,255,255,5,4,4,5,4,3,245,152,255,128,118,173,189,255,255,219,4,3,3,7,6,4,41,255,132,255,104,255,104,255,255,11,11,11,209,8,11
Y,1,1,3,255,255,3,3,1,3,3,3,3,3,3,13,3,1,1,1,255,255,1,1,3,3,3,3,3,3,13,6,13,3,1,1,132,255,1,3,3,1,2,3,69,13,3,3,255,1,2,1,255,255,1,3,255,255,69,69,69,255,3,69,69,1,2,1,255,202,3,69,139,69,69,69,69,69,13,115,69,1,3,3,255,255,255,255,255,69,69,69,69,69,13,69,69,1,1,1,69,255,255,69,255,69,191,69,255,69,18,69,26,1,1,2,86,255,255,69,255,208,139,69,255,255,69,69,13,1,3,1,69,255,255,255,69,69,185,69,69,139,69,69,7,1,1,1,255,69,255,69,69,208,69,133,69,69,69,69,3,1,2,1,189,237,255,69,69,214,67,69,69,69,69,50,3,1,1,3,53,255,69,255,255,139,69,115,69,69,69,3,3,1,2,1,18,255,139,255,255,69,255,69,13,69,34,3,3,1,3,3,5,255,255,92,255,249,69,69,20,214,1,5,3,3,3,3,3,255,255,115,255,255,214,69,69,69,3,3,22,7,3,3,3,255,255,69,255,255,69,115,69,3,3,13,22
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,201,255,255,255,4,0,0,1,0,0,0,0,0,8,113,255,148,255,182,255,255,255,1,1,1,1,0,0,8,8,216,8,255,243,255,255,255,1,3,3,3,1,0,0,8,85,204,255,8,0,0,7,1,1,3,2,5,3,2,8,8,8,255,255,8,1,0,1,1,2,1,0,3,10,1,8,8,8,255,28,224,10,3,10,3,255,255,255,10,10,1,127,31,29,255,248,255,3,10,10,255,255,255,1,10,10,1,8,8,8,255,255,245,255,244,255,255,255,27,3,10,10,0,8,8,248,255,235,77,255,255,255,255,255,10,10,3,10,0,8,0,0,8,255,255,255,255,255,255,10,10,10,3,1,216,8,0,8,74,170,8,8,255,255,5,10,10,10,10,0,8,47,0,8,239,255,248,8,8,3,3,4,3,10,201,40,7,0,6,232,8,255,255,255,3,10,10,6,10,4,128,8,1,8,8,8,201,185,10,170,3,3,4,8,10,9,1,2,8,3,201,8,255,8,250,141,93,3,3,3,10,3,0,8
C,0,0,0,0,0,0,0,0,0,255,37,255,104,9,4,0,0,1,2,18,7,117,255,255,255,255,255,255,255,255,78,0,19,1,1,12,255,255,255,255,255,255,75,255,255,255,255,0,1,13,5,6,255,255,255,109,255,255,255,255,255,75,0,3,7,17,7,1,255,255,255,255,255,255,16,9,19,9,0,17,2,5,0,255,96,255,255,255,2,5,3,2,19,19,0,19,7,7,243,255,255,255,244,255,255,7,7,0,6,9,0,19,3,7,255,255,196,255,255,255,22,19,19,59,255,12,66,12,0,1,255,255,255,255,255,255,1,19,17,19,255,75,213,3,2,74,255,255,255,255,255,255,19,19,9,255,255,255,75,15,7,255,19,19,255,196,235,152,255,19,222,255,75,255,15,19,1,63,63,244,211,230,255,255,221,196,255,255,75,0,6,2,15,19,255,19,255,255,255,255,255,75,255,255,15,0,6,19,19,19,255,255,255,255,78,255,255,255,230,19,152,0,7,1,19,255,240,0,251,34,244,255,240,34,38,19,16,0,0,1,19,74,255,255,255,19,255,19,19,53,7,19,19,4,63,0
B,0,0,0,0,0,112,2,11,0,255,1,6,255,0,0,0,0,0,0,1,0,0,255,144,0,0,80,0,185,197,0,5,0,0,20,1,255,255,255,94,255,8,0,7,0,1,8,8,17,0,0,0,255,255,255,71,255,0,7,0,19,6,6,0,0,0,0,245,81,255,255,255,255,174,12,19,210,151,6,7,3,1,0,255,255,255,255,75,255,3,7,2,6,0,5,6,0,1,1,255,255,228,255,121,255,175,1,6,0,6,1,1,0,12,0,255,255,151,255,255,255,0,3,2,2,3,3,5,0,0,123,255,255,255,255,151,255,152,2,1,2,6,6,5,0,1,255,255,255,255,255,255,255,128,160,8,3,4,1,224,2,0,227,255,255,255,220,71,71,255,7,7,7,2,7,2,34,0,255,240,104,255,255,255,255,71,179,1,0,3,3,8,1,82,173,255,255,255,255,255,255,71,8,3,3,3,1,3,0,186,21,65,255,255,255,50,71,105,0,1,3,2,3,0,0,0,44,255,255,255,21,255,255,255,8,1,1,0,0,44,103,1,0,117,71,255,8,255,174,3,2,1,1,2,144,2
A,3,3,4,3,11,11,10,4,4,11,11,6,11,4,11,6,4,2,3,4,4,4,19,0,255,255,202,187,11,206,8,4,3,4,4,3,122,255,19,255,255,255,170,0,255,170,104,7,3,2,4,255,19,255,81,255,255,227,255,255,255,104,104,8,3,3,255,255,211,255,255,250,104,255,123,104,104,79,11,11,3,152,19,85,255,173,104,170,255,164,104,104,104,6,11,11,3,19,245,255,255,255,255,104,250,104,31,104,104,11,11,11,1,211,199,146,255,218,255,255,255,104,255,104,212,11,7,4,2,19,19,209,255,255,255,255,250,104,192,104,11,9,9,11,2,19,27,19,255,255,255,255,18,104,104,104,4,4,4,11,3,6,65,152,122,255,249,53,104,104,104,255,8,9,11,11,4,5,19,242,222,250,255,255,227,104,104,0,11,5,10,11,4,10,19,211,255,250,107,108,104,104,132,3,11,10,11,5,4,4,19,255,255,242,170,250,104,247,114,3,4,11,8,5,0,4,34,19,255,255,255,255,255,255,19,4,0,8,0,4,19,0,19,255,128,104,255,105,151,81,11,3,11,10,11,8
A,2,2,2,7,0,1,7,7,11,0,17,43,25,10,13,15,1,0,7,12,86,12,6,90,18,15,15,25,15,15,5,15,5,2,9,15,8,78,211,211,211,15,21,211,226,211,25,23,12,157,8,211,54,248,211,255,211,25,229,211,255,243,25,25,8,8,8,227,211,211,211,211,211,25,236,255,255,15,25,25,8,40,8,40,211,214,211,250,211,17,255,249,14,25,16,25,211,8,8,211,173,251,211,223,255,255,59,15,1,25,25,25,205,205,8,211,211,94,211,211,255,255,255,25,17,15,7,15,0,20,8,211,211,211,211,255,255,255,255,16,25,25,25,25,0,38,8,211,211,211,11,255,196,255,7,42,25,25,25,22,8,0,214,211,211,104,255,58,48,211,215,12,12,25,15,25,22,0,4,211,211,211,214,222,211,24,0,10,13,15,17,25,8,5,8,8,211,211,243,211,211,15,8,25,17,15,25,15,8,211,0,8,255,255,211,211,15,15,79,18,15,15,15,25,62,211,129,211,211,211,211,229,15,25,0,17,15,25,15,15,1,211,255,211,3,23,8,48,20,25,8,8,21,25,19,15
B,0,0,0,0,0,0,0,255,255,255,94,0,0,255,0,0,0,0,0,0,32,255,255,255,255,255,255,0,0,0,0,0,0,0,0,17,144,255,255,255,255,255,255,95,0,255,0,0,0,0,0,255,255,255,32,255,255,255,255,206,2,1,0,1,0,0,0,130,255,255,255,255,255,255,255,255,0,0,0,1,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,255,255,53,255,255,255,255,255,211,4,0,0,0,0,0,144,255,255,32,255,53,154,255,255,255,2,0,0,0,0,117,178,255,255,53,53,255,255,255,255,255,0,0,0,0,0,0,255,255,154,255,255,255,255,255,53,255,97,0,0,0,0,48,255,255,255,255,255,255,255,236,53,255,97,0,0,0,0,126,67,255,255,255,144,255,255,255,53,255,53,0,0,0,0,32,32,255,255,255,255,255,255,255,116,255,53,0,0,0,0,1,67,255,255,255,255,255,255,236,154,6,0,0,0,0,0,0,144,154,255,255,255,255,53,255,53,0,0,0,0,0,0,32,17,32,255,255,255,255,32,255,0,0,0,0,37,6
C,0,0,3,2,2,0,0,19,255,255,187,255,255,255,59,8,0,1,2,1,2,2,159,255,255,255,255,255,255,255,255,255,2,3,1,10,4,255,255,255,255,255,255,255,255,255,104,104,4,4,8,4,6,255,255,255,255,255,255,104,104,104,255,104,4,4,3,3,255,255,255,255,255,104,170,11,4,11,8,11,4,4,255,255,255,255,255,255,104,255,3,5,11,3,11,11,3,4,255,255,255,255,255,104,255,1,11,11,9,11,2,104,3,8,255,255,255,255,255,255,255,255,11,11,255,189,170,104,15,111,56,255,255,255,143,255,135,1,11,181,104,104,104,255,5,240,19,255,255,255,255,153,255,104,255,226,208,248,248,8,0,19,26,255,255,255,243,255,184,194,255,104,249,3,5,2,19,255,208,255,255,162,188,255,255,104,113,255,22,0,8,2,26,240,255,255,255,255,123,113,255,255,255,11,15,255,4,0,19,255,225,255,255,255,19,234,255,255,4,10,19,19,0,1,19,181,255,255,255,255,255,255,7,6,9,84,19,19,0,6,19,255,255,255,255,19,255,88,7,4,11,6,11,11,11,0
Y,0,0,114,255,1,0,0,0,1,0,0,0,0,0,0,0,1,0,214,255,2,2,1,1,1,0,1,1,0,11,0,2,1,1,0,255,255,0,1,1,1,1,1,1,1,0,1,0,1,1,1,255,114,0,1,255,191,3,69,3,249,3,1,1,1,1,1,255,123,255,255,255,255,255,255,255,255,255,1,1,1,3,1,12,255,255,255,255,255,255,255,255,255,3,3,3,0,0,1,10,255,255,255,255,255,255,255,255,69,3,255,69,1,1,3,86,255,255,255,255,69,69,69,69,255,255,69,98,1,3,1,8,255,255,255,255,255,255,69,69,238,69,255,1,1,1,1,1,255,255,255,255,255,255,69,69,69,3,3,3,1,1,1,4,255,255,255,249,69,69,71,69,3,3,3,3,1,3,1,114,255,98,98,69,98,255,13,3,3,3,3,13,1,1,13,255,255,255,255,255,69,7,3,13,3,3,3,3,3,1,3,255,255,255,69,69,255,13,3,3,3,3,3,3,3,3,13,255,114,255,121,53,13,3,3,3,3,3,3,20,3,13,13,255,118,255,255,73,21,3,3,3,3,12,13,22
C,0,0,0,8,8,255,255,8,0,0,0,0,1,0,0,0,8,8,255,255,255,234,255,3,0,0,0,0,0,0,0,3,8,14,8,255,255,255,0,3,0,0,0,1,1,0,0,8,255,8,255,255,0,0,0,0,0,1,0,0,0,0,3,8,8,8,8,70,8,0,0,0,0,0,3,3,1,0,3,10,253,8,8,8,8,0,1,1,0,8,255,255,193,3,5,8,8,8,255,7,255,3,2,8,1,255,197,255,8,3,10,10,8,64,255,8,70,8,1,1,3,255,141,227,10,9,10,10,8,8,193,8,8,255,255,255,255,255,227,10,5,10,10,10,8,70,70,255,141,255,255,210,255,255,4,8,10,3,10,5,8,31,255,22,255,255,255,255,255,255,3,10,3,8,9,9,8,0,8,70,8,8,255,255,41,8,10,10,3,19,8,10,8,25,8,8,8,8,8,168,6,10,8,6,10,0,0,3,2,8,8,8,141,8,255,3,3,10,3,3,8,5,0,3,2,0,8,8,8,8,0,0,3,10,3,10,10,0,1,3,8,0,70,8,255,2,255,0,3,3,3,3,3,8,0,0
B,0,0,0,3,0,0,255,255,255,104,255,255,0,0,0,11,2,0,0,0,0,255,255,255,104,255,255,255,255,0,19,19,0,1,4,255,255,255,255,255,255,109,247,104,104,70,11,11,0,0,0,255,255,255,255,255,203,104,104,251,113,113,8,4,8,0,137,255,255,255,255,255,246,255,255,255,255,255,8,7,0,1,255,104,227,255,255,255,255,255,255,255,255,104,9,11,3,4,255,114,193,208,255,255,255,255,255,255,241,104,9,0,2,3,19,255,255,255,255,104,255,255,255,255,104,104,11,0,3,184,255,255,255,255,255,255,104,255,236,104,255,255,11,2,3,255,255,255,255,255,104,255,104,208,151,255,208,104,10,2,0,255,255,255,255,255,255,104,255,250,255,255,104,104,9,3,3,255,255,240,255,255,255,255,255,113,104,104,104,113,6,3,11,34,255,255,255,255,255,255,255,255,255,194,255,19,3,4,1,4,28,132,255,255,255,255,104,255,255,255,255,9,6,6,2,11,255,255,255,255,19,255,255,255,255,255,248,16,0,6,2,4,2,18,216,255,255,255,70,2,255,165,0,4,0,0
A,3,2,4,4,4,10,6,11,11,11,9,11,11,3,11,11,3,2,3,2,4,4,78,19,255,255,255,11,255,255,5,10,3,2,6,4,255,196,255,255,255,104,255,112,255,104,11,11,3,4,5,255,19,255,255,255,251,255,110,129,104,172,3,3,2,2,255,19,203,255,104,255,255,255,104,104,104,11,10,11,3,17,19,19,255,255,255,255,104,152,142,104,104,8,9,4,1,115,135,255,255,255,255,104,255,221,223,81,187,11,9,4,2,19,196,255,104,255,255,255,255,255,255,104,8,11,4,4,4,220,174,19,255,255,95,145,104,152,104,104,11,4,6,5,4,1,255,19,255,255,255,255,79,104,104,99,11,4,11,7,3,4,78,142,255,255,221,217,104,104,104,226,11,9,9,11,4,4,19,15,255,255,255,36,108,102,104,0,11,11,11,8,4,4,19,255,217,104,255,255,255,104,255,3,11,4,11,4,2,4,19,255,255,255,255,255,255,81,100,0,4,11,6,4,19,4,135,255,196,217,255,255,255,152,19,5,4,8,10,11,19,19,135,255,255,255,255,255,249,6,17,8,4,72,11,6
C,5,1,0,0,0,0,0,5,1,1,0,1,212,0,13,1,0,1,0,32,1,1,255,6,255,255,146,1,0,19,0,1,12,1,0,0,0,6,255,255,239,255,246,255,0,244,0,6,0,0,1,1,1,68,255,255,255,255,255,255,217,1,1,1,1,1,0,4,84,68,255,255,20,1,0,1,7,0,0,1,0,1,0,255,255,255,255,255,0,28,3,16,36,234,0,0,13,1,93,255,255,255,217,255,51,0,98,206,26,1,24,22,0,36,255,255,255,217,253,21,36,36,225,255,32,0,36,26,1,24,6,255,224,255,255,255,45,255,217,217,36,36,36,36,2,108,6,238,229,238,255,251,255,217,108,26,2,22,19,25,0,6,255,0,10,255,255,255,253,243,36,1,0,26,36,36,0,6,68,0,255,255,6,6,255,5,36,255,1,36,36,26,6,6,1,255,255,235,6,243,36,36,64,5,29,36,36,36,6,255,255,255,255,255,1,5,5,5,181,217,1,36,26,26,146,3,0,255,228,4,0,127,36,15,1,115,1,15,26,39,6,12,1,6,5,6,36,0,0,11,23,18,0,36,36,2
A,1,0,0,0,0,1,7,0,255,234,255,20,0,1,3,33,2,2,4,9,9,255,255,255,128,255,223,35,0,33,33,27,4,7,15,7,255,128,255,255,223,223,223,223,0,9,10,27,2,1,1,255,255,255,128,109,128,128,214,128,255,23,33,11,0,9,68,255,255,255,128,128,160,255,128,255,128,27,9,33,4,1,68,255,255,252,139,255,160,255,160,223,128,255,30,9,2,1,6,255,255,255,128,128,128,128,128,113,128,255,9,9,9,2,255,159,255,255,128,255,248,255,128,128,128,30,2,4,14,1,255,255,255,255,160,255,255,255,137,128,255,29,33,31,0,6,6,255,255,255,255,248,128,128,255,255,255,33,9,9,0,6,255,251,255,255,255,135,227,255,255,255,255,9,9,9,0,216,68,255,6,255,128,255,255,211,214,128,33,26,13,9,109,35,255,255,255,255,255,255,255,128,160,128,33,9,9,2,8,6,255,6,128,255,223,255,255,128,255,0,10,6,9,9,13,215,255,255,94,255,160,255,160,160,252,0,9,9,9,9,1,120,144,255,255,255,6,6,241,255,0,1,27,29,8,2
C,0,0,0,0,0,240,19,34,255,255,255,255,255,9,11,0,0,0,0,0,52,19,255,255,255,255,255,255,221,2,12,0,0,0,0,5,255,255,255,255,255,255,75,255,1,9,6,19,1,18,11,75,255,255,222,19,155,4,19,7,9,19,14,18,1,3,12,196,255,255,255,222,9,5,19,13,19,18,0,7,2,0,3,196,255,255,255,19,19,3,19,18,12,75,0,9,2,7,4,255,255,255,255,255,67,5,17,7,255,246,109,7,2,1,2,255,255,255,255,255,255,19,19,247,255,75,78,19,0,1,3,255,89,255,255,255,255,255,255,255,75,247,0,8,0,7,191,255,255,221,255,255,255,83,75,255,255,1,6,19,1,7,74,19,199,210,255,255,210,75,75,75,200,3,19,19,1,5,19,255,134,255,75,255,255,255,255,255,5,0,7,19,2,2,255,255,255,134,255,255,255,255,255,19,0,0,7,14,5,11,74,59,214,131,93,255,255,255,19,19,0,24,7,18,0,0,19,19,111,255,63,255,255,0,1,19,3,0,15,211,5,19,251,19,240,255,255,120,200,0,23,18,19,2,11,7
A,0,1,0,1,21,16,3,12,34,19,35,21,5,1,16,16,0,1,0,3,4,1,2,14,1,10,35,1,14,16,35,16,1,2,24,3,14,255,255,255,255,255,255,0,35,35,35,30,0,1,181,247,255,255,255,255,252,255,34,0,35,16,17,35,5,3,255,187,255,255,206,255,192,255,151,1,35,255,255,35,1,1,255,157,151,174,255,255,151,201,151,0,161,151,151,151,7,3,195,227,255,255,255,255,151,255,159,161,151,151,88,4,16,6,11,33,255,255,151,255,255,151,151,151,151,24,35,35,1,3,49,151,255,250,174,255,33,151,151,151,151,35,35,16,0,3,255,255,255,255,255,151,33,33,151,151,35,35,16,16,15,3,11,255,255,151,33,151,35,151,151,35,35,21,35,16,2,35,11,255,211,255,151,151,51,151,45,35,35,35,17,16,3,16,249,255,255,255,255,151,252,204,31,16,34,16,35,16,1,35,4,255,155,255,33,255,11,0,3,35,16,35,16,35,11,0,11,1,11,51,220,217,6,6,29,35,35,21,16,23,0,0,0,0,76,183,3,255,0,11,0,16,21,0,16,31
C,1,0,1,0,2,0,238,255,255,255,255,255,255,255,255,11,9,0,1,2,7,245,255,255,255,179,255,179,179,255,255,6,0,1,0,8,0,182,179,255,179,179,255,255,179,179,247,13,5,5,2,5,255,203,179,207,255,255,179,179,179,22,22,14,5,10,8,17,179,255,241,179,255,179,4,12,13,18,22,22,9,5,10,255,255,179,247,179,179,3,12,9,22,4,22,22,2,5,255,255,255,255,253,188,188,6,22,21,5,15,22,22,2,6,235,255,255,255,226,179,255,14,17,6,7,203,179,11,9,5,255,255,255,255,179,179,255,7,10,191,207,179,226,3,9,8,255,251,250,255,255,179,246,2,255,245,179,179,233,1,5,255,23,255,255,245,187,179,255,255,255,255,179,225,14,2,7,165,255,255,255,179,193,179,255,202,255,179,165,73,4,10,14,14,151,255,179,207,232,255,255,255,255,226,5,11,2,1,0,225,110,245,226,179,179,255,179,255,255,16,14,0,11,9,255,14,255,179,217,203,255,245,255,255,110,9,14,0,8,2,14,255,118,207,179,179,250,210,255,255,10,152,0,0,7,5
A,7,2,7,2,7,7,11,17,16,19,12,9,0,19,15,19,1,2,7,2,2,15,255,16,255,255,255,255,8,19,19,7,1,7,6,7,7,255,255,255,255,255,255,255,255,255,0,1,4,7,8,7,255,255,255,255,255,255,255,255,255,75,19,19,11,8,5,107,255,255,255,174,255,255,255,75,255,75,19,11,0,193,3,33,225,255,255,91,232,75,255,75,75,75,15,19,6,0,6,255,255,75,227,255,75,103,75,75,159,75,15,16,4,0,7,255,255,255,187,75,75,6,75,255,159,75,19,7,8,0,7,255,255,255,187,75,75,75,209,187,75,75,7,7,7,7,2,255,75,255,255,142,91,208,75,75,255,75,7,19,7,7,3,255,255,75,255,255,255,6,75,75,255,95,19,19,3,6,233,255,255,255,255,75,75,75,75,78,170,255,19,19,1,3,232,255,75,255,244,75,68,75,75,75,170,15,5,4,0,8,234,255,255,255,255,15,91,75,232,255,87,18,19,6,18,7,255,19,255,255,255,75,255,255,75,75,255,9,19,17,7,6,175,255,255,255,255,255,255,75,255,75,9,6,13,19
Y,0,112,255,255,1,0,0,29,1,1,15,1,1,1,1,223,0,186,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,76,70,1,1,1,1,1,1,1,1,2,2,1,1,1,1,255,90,1,1,1,1,255,21,0,21,2,2,1,2,0,1,255,255,93,255,255,255,255,255,255,46,188,2,2,255,0,1,97,244,255,255,255,255,255,255,185,255,1,1,255,255,0,35,70,255,255,255,255,255,255,255,255,46,1,46,46,46,0,0,98,255,255,255,255,229,229,255,46,46,0,46,229,1,0,1,0,255,255,255,255,43,4,46,255,46,255,46,46,1,0,1,0,70,255,186,255,235,46,46,46,46,46,46,1,1,1,1,1,226,255,255,255,255,46,140,46,46,58,4,1,2,1,1,1,230,255,255,255,255,255,255,255,238,39,2,2,1,1,1,32,2,255,255,255,255,255,255,255,46,4,1,2,1,1,1,253,1,37,255,177,248,255,255,2,1,2,1,96,2,1,1,1,1,1,2,161,243,255,27,1,2,3,1,1,2,14,1,0,2,34,2,33,72,2,0,121,255,33,2,1,1
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,53,0,1,0,0,0,0,0,0,32,0,255,53,255,255,53,53,0,0,0,0,0,255,255,255,78,53,53,255,255,53,53,8,0,0,171,255,255,255,255,255,255,53,255,53,78,53,53,0,1,255,255,78,53,255,255,53,255,129,53,230,255,53,53,0,255,32,255,255,255,255,255,255,255,255,53,78,53,53,179,0,32,255,255,60,255,255,255,53,255,255,53,53,255,53,53,0,32,171,255,255,78,53,255,255,53,129,53,53,53,53,53,0,60,255,255,53,255,255,255,53,53,255,53,53,53,53,0,0,32,32,32,255,255,53,255,255,255,255,53,255,255,35,0,0,5,32,255,255,255,255,255,255,255,255,53,53,255,0,0,0,0,255,255,255,255,255,255,53,255,255,255,53,0,0,0,0,0,32,255,255,255,255,255,255,255,255,255,78,0,0,0,0,0,255,171,255,255,255,255,53,255,255,53,0,0,0,0,0,0,255,255,255,32,255,255,255,255,255,0,0,0,0,6,6
A,0,0,0,0,0,0,0,0,0,0,0,83,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,81,0,0,0,0,0,0,12,0,0,0,0,255,248,255,53,53,0,0,0,0,0,0,0,0,4,255,255,255,255,255,255,148,0,0,0,0,0,0,0,192,36,255,192,255,255,251,53,53,0,0,0,0,0,255,32,102,255,53,255,255,65,54,53,255,0,0,0,1,11,255,157,255,249,255,255,255,53,255,53,131,0,0,0,32,56,74,255,91,216,255,255,84,15,255,91,53,0,0,0,32,213,255,74,255,255,255,255,53,255,255,53,204,0,0,0,255,255,255,130,32,130,53,255,255,255,53,166,12,0,0,0,255,255,32,196,251,255,65,219,255,159,255,53,0,0,0,0,102,32,255,255,255,255,255,255,255,255,53,185,0,0,0,0,32,32,32,255,137,255,255,255,243,32,255,53,0,0,0,0,6,32,255,255,46,255,255,255,32,53,46,0,0,0,0,0,0,32,32,32,255,255,255,255,166,53,26,0,0,0,0,0,0,238,32,255,32,241,255,255,255,145,0,0,0,0,0,6
B,0,5,0,0,0,0,0,8,255,0,8,0,0,0,0,0,0,117,0,0,0,0,167,255,255,255,255,255,255,8,0,0,0,0,0,248,255,255,255,155,241,255,255,255,252,255,209,0,0,0,0,161,255,255,255,8,255,255,255,116,255,255,255,0,0,0,8,255,255,141,255,255,255,147,165,219,255,255,255,8,0,3,8,255,255,255,255,255,254,255,255,191,141,248,255,10,0,255,255,255,219,255,255,248,251,255,255,141,141,255,5,10,0,255,255,255,255,255,8,255,255,255,255,255,141,204,0,10,255,246,141,255,255,255,141,255,255,237,255,255,255,255,8,10,8,255,255,255,255,255,255,141,255,255,255,141,255,255,10,9,255,255,255,255,255,255,255,240,255,141,141,255,255,255,10,10,255,240,255,255,255,255,255,255,146,141,255,141,255,114,8,10,7,255,255,116,255,178,255,255,255,255,255,82,3,141,8,3,9,255,255,255,240,255,162,240,255,141,255,3,10,8,0,1,3,147,5,0,255,255,245,246,138,255,80,2,5,0,7,0,0,8,0,117,18,0,255,233,8,41,8,3,7,8,10,10
B,0,0,0,0,0,0,0,148,255,151,255,255,1,16,35,0,0,0,0,1,0,0,0,236,151,255,151,171,255,21,0,0,0,12,0,0,1,255,255,255,255,255,229,151,177,35,2,0,0,0,0,1,57,151,210,255,255,158,151,171,255,0,0,0,1,1,0,0,255,255,151,255,255,255,151,229,151,0,1,0,0,1,3,9,255,255,255,255,255,255,255,255,151,1,3,22,0,1,1,255,171,255,255,255,255,255,255,255,192,27,19,6,1,31,148,255,255,255,255,151,255,255,255,177,21,35,16,16,16,15,255,197,151,255,177,255,151,255,151,229,2,35,35,16,3,11,229,255,255,194,229,236,122,63,151,249,2,35,31,19,6,255,72,255,255,72,151,151,151,151,151,151,16,35,35,35,16,255,255,151,255,255,255,151,151,151,151,16,6,35,16,16,14,255,255,255,255,255,255,122,151,63,151,16,20,35,35,35,3,26,255,255,255,229,255,255,249,255,3,16,16,35,21,17,0,0,1,255,255,255,177,255,255,2,9,6,28,35,16,2,3,8,192,0,9,28,1,17,0,35,35,16,30,0,35,15
C,0,0,3,1,7,1,2,255,255,255,255,255,255,1,9,14,1,2,2,2,7,248,255,255,255,255,255,255,255,255,75,9,1,7,3,7,1,255,154,154,255,255,255,255,255,255,75,189,7,17,17,17,227,171,252,255,255,255,255,75,75,221,8,19,2,2,2,2,255,255,255,175,221,0,7,19,19,5,19,9,4,2,19,19,255,255,255,255,255,1,12,9,15,13,9,14,7,2,255,255,255,255,19,181,255,18,7,19,19,19,255,34,0,5,255,19,255,255,247,255,255,8,7,19,16,131,75,75,0,1,255,255,93,255,255,255,70,250,19,8,255,255,131,255,0,7,116,255,211,255,244,255,255,255,255,255,255,249,75,0,1,7,255,255,255,255,255,255,255,255,75,255,255,75,13,0,2,2,255,19,255,255,255,255,255,255,90,221,255,19,11,0,7,19,63,255,255,75,19,255,255,255,109,255,221,0,7,1,1,247,152,255,122,255,255,184,152,116,255,255,19,19,8,1,8,34,19,255,246,255,241,255,19,255,158,1,0,22,19,7,0,93,255,19,255,255,255,204,255,255,2,7,9,19,19,7
A,9,22,9,8,12,22,9,22,5,12,20,255,179,12,22,12,9,9,5,19,9,19,22,22,22,179,255,179,255,179,9,22,9,9,6,19,12,22,255,179,255,179,179,236,255,179,22,22,5,6,6,9,195,255,255,255,179,179,179,198,179,179,6,9,5,9,4,255,255,255,255,179,198,198,236,179,179,179,17,22,8,9,9,255,255,179,255,255,179,179,198,255,179,179,8,1,9,22,22,255,198,179,255,255,179,198,255,179,255,179,19,9,9,9,195,255,255,198,255,255,179,179,179,179,179,179,9,19,9,9,255,255,255,255,255,255,179,179,179,179,255,179,5,19,10,22,255,255,255,179,179,255,255,179,179,255,179,179,12,9,9,5,255,255,179,179,255,255,236,61,179,255,179,0,9,10,9,5,236,255,236,179,198,179,140,179,179,198,236,9,8,9,10,5,179,255,179,198,179,22,255,179,179,179,255,5,6,5,10,2,255,255,255,255,255,255,179,179,179,179,2,5,5,22,5,10,255,255,255,255,179,255,179,179,179,255,9,22,9,9,19,10,255,255,255,255,255,255,255,179,179,179,19,5,9,9
Y,1,1,3,0,0,3,0,2,1,3,2,3,3,1,11,3,4,1,3,1,3,3,3,3,2,255,255,3,11,3,3,255,114,1,3,1,3,1,255,255,255,255,114,255,3,3,255,255,255,114,1,242,255,255,255,255,255,255,255,255,3,3,152,69,164,198,124,230,255,255,255,255,255,255,255,255,3,13,227,69,255,114,206,114,255,238,255,255,255,255,255,255,69,69,69,255,1,255,255,114,255,233,255,255,255,255,255,69,255,69,69,20,2,198,239,255,255,255,255,255,116,69,69,69,255,69,69,3,2,1,183,255,255,255,255,255,255,116,69,69,69,69,69,3,1,1,206,225,255,255,111,69,69,69,69,69,69,69,69,13,1,3,139,255,69,255,69,69,255,69,69,13,13,69,14,3,2,1,1,114,255,255,255,254,255,255,69,69,69,69,7,3,1,2,1,179,255,255,255,255,69,69,69,69,69,50,3,3,3,2,8,1,255,255,255,69,255,255,69,69,255,3,3,3,3,1,3,1,255,255,255,69,255,255,226,69,5,3,3,4,1,1,3,13,66,255,255,114,255,255,91,69,3,3,6,3
